         53762953 function calls (53439232 primitive calls) in 75.954 seconds

   Ordered by: file name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
4659/3037    0.126    0.000    7.955    0.003 /home/spitale/rms-/rms-oops/oops/event.py:855(_apply_this_func)
      944    0.007    0.000    0.610    0.001 /home/spitale/rms-/rms-oops/oops/event.py:901(copy)
     1587    0.002    0.000    3.862    0.002 /home/spitale/rms-/rms-oops/oops/event.py:1258(wrt_ssb)
     1131    0.013    0.000    4.781    0.004 /home/spitale/rms-/rms-oops/oops/event.py:1416(wrt_path)
     1212    0.003    0.000    6.795    0.006 /home/spitale/rms-/rms-oops/oops/event.py:1466(wrt_frame)
      404    0.012    0.000    6.730    0.017 /home/spitale/rms-/rms-oops/oops/event.py:1507(rotate_by_frame)
      135    0.001    0.000    1.527    0.011 /home/spitale/rms-/rms-oops/oops/event.py:1874(apparent_dep)
      350    0.012    0.000    1.833    0.005 /home/spitale/rms-/rms-oops/oops/event.py:1717(apparent_ray_ssb)
       54    0.006    0.000    2.002    0.037 /home/spitale/rms-/rms-oops/oops/event.py:1759(actual_ray_ssb)
      215    0.002    0.000    1.931    0.009 /home/spitale/rms-/rms-oops/oops/event.py:1799(apparent_arr)
       54    0.001    0.000    2.003    0.037 /home/spitale/rms-/rms-oops/oops/event.py:1837(actual_arr)
      108    0.001    0.000    1.712    0.016 /home/spitale/rms-/rms-oops/oops/event.py:2017(phase_angle)
       27    0.000    0.000    0.345    0.013 /home/spitale/rms-/rms-oops/oops/event.py:2053(ra_and_dec)
    22529    0.374    0.000    5.615    0.000 /home/spitale/rms-/rms-oops/oops/event.py:130(__init__)
     1050    0.007    0.000   11.691    0.011 /home/spitale/rms-/rms-oops/oops/event.py:1334(wrt)
      315    0.003    0.000    0.744    0.002 /home/spitale/rms-/rms-oops/oops/event.py:436(arr)
      405    0.002    0.000    0.106    0.000 /home/spitale/rms-/rms-oops/oops/event.py:619(dep)
       54    0.000    0.000    0.003    0.000 /home/spitale/rms-/rms-oops/oops/event.py:461(arr_ap)
      405    0.002    0.000    0.029    0.000 /home/spitale/rms-/rms-oops/oops/event.py:514(arr_lt)
    21347    0.010    0.000    0.010    0.000 /home/spitale/rms-/rms-oops/oops/event.py:381(empty_cache)
      135    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-oops/oops/event.py:695(dep_lt)
     1242    0.001    0.000    0.001    0.000 /home/spitale/rms-/rms-oops/oops/event.py:720(perp)
      242    0.002    0.000    1.656    0.007 /home/spitale/rms-/rms-oops/oops/event.py:482(arr_j2000)
     6550    0.003    0.000    2.131    0.000 /home/spitale/rms-/rms-oops/oops/event.py:358(xform_to_j2000)
       27    0.000    0.000    0.041    0.002 /home/spitale/rms-/rms-oops/oops/event.py:1098(with_los_derivs)
       54    0.000    0.000    0.013    0.000 /home/spitale/rms-/rms-oops/oops/event.py:562(neg_arr_ap)
     5717    0.010    0.000    0.503    0.000 /home/spitale/rms-/rms-oops/oops/event.py:1033(apply_remask)
     1695    0.002    0.000    2.722    0.002 /home/spitale/rms-/rms-oops/oops/event.py:373(wod)
    30477    0.021    0.000    0.029    0.000 /home/spitale/rms-/rms-oops/oops/event.py:277(vel)
     1350    0.003    0.000    0.014    0.000 /home/spitale/rms-/rms-oops/oops/event.py:344(antimask)
      242    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-oops/oops/event.py:351(ssb)
      404    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-oops/oops/event.py:742(vflat)
      268    0.001    0.000    2.004    0.007 /home/spitale/rms-/rms-oops/oops/event.py:123(get_prop)
     1755    0.004    0.000    2.194    0.001 /home/spitale/rms-/rms-oops/oops/event.py:126(set_prop)
     3018    0.004    0.000    0.213    0.000 /home/spitale/rms-/rms-oops/oops/event.py:988(fully_masked)
      483    0.000    0.000    2.003    0.004 /home/spitale/rms-/rms-oops/oops/event.py:428(arr)
      459    0.001    0.000    1.931    0.004 /home/spitale/rms-/rms-oops/oops/event.py:453(arr_ap)
      270    0.000    0.000    0.677    0.003 /home/spitale/rms-/rms-oops/oops/event.py:555(neg_arr_ap)
      351    0.000    0.000    1.528    0.004 /home/spitale/rms-/rms-oops/oops/event.py:636(dep_ap)
      268    0.000    0.000    2.004    0.007 /home/spitale/rms-/rms-oops/oops/event.py:843(get_subfield)
     1525    0.004    0.000    1.153    0.001 /home/spitale/rms-/rms-oops/oops/event.py:1230(unshrink1)
     7106    0.004    0.000    2.211    0.000 /home/spitale/rms-/rms-oops/oops/event.py:1528(xform_rotate)
      432    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-oops/oops/event.py:407(has_arrivals)
      564    0.001    0.000    0.739    0.001 /home/spitale/rms-/rms-oops/oops/event.py:1030(remask)
     7096    0.006    0.000    0.330    0.000 /home/spitale/rms-/rms-oops/oops/event.py:911(clone_attr)
     7424    0.006    0.000    0.387    0.000 /home/spitale/rms-/rms-oops/oops/event.py:970(remove_derivs)
      993    0.001    0.000    2.720    0.003 /home/spitale/rms-/rms-oops/oops/event.py:965(without_derivs)
     4817    0.005    0.000    2.332    0.000 /home/spitale/rms-/rms-oops/oops/event.py:1199(shrink1)
      242    0.001    0.000    4.300    0.018 /home/spitale/rms-/rms-oops/oops/event.py:1304(from_ssb)
     9214    0.010    0.000    0.103    0.000 /home/spitale/rms-/rms-oops/oops/event.py:304(shape)
   458011    0.112    0.000    0.112    0.000 /home/spitale/rms-/rms-oops/oops/event.py:119(attr_name)
    29591    0.007    0.000    0.007    0.000 /home/spitale/rms-/rms-oops/oops/event.py:272(pos)
     2901    0.001    0.000    0.001    0.000 /home/spitale/rms-/rms-oops/oops/event.py:263(time)
     2743    0.001    0.000    0.001    0.000 /home/spitale/rms-/rms-oops/oops/event.py:267(state)
      759    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-oops/oops/event.py:284(origin)
     2319    0.001    0.000    0.001    0.000 /home/spitale/rms-/rms-oops/oops/event.py:292(frame)
      753    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-oops/oops/event.py:300(subfields)
      243    0.042    0.000    0.138    0.001 /home/spitale/rms-/rms-oops/oops/fov/barrelfov.py:234(_eval_ratio)
      135    0.001    0.000    0.725    0.005 /home/spitale/rms-/rms-oops/oops/fov/barrelfov.py:148(xy_from_uvt)
      135    0.006    0.000    0.481    0.004 /home/spitale/rms-/rms-oops/oops/fov/barrelfov.py:289(_solve_ratio)
      135    0.001    0.000    0.061    0.000 /home/spitale/rms-/rms-oops/oops/fov/flatfov.py:71(xy_from_uvt)
     1971    0.002    0.000    0.205    0.000 /home/spitale/rms-/rms-oops/oops/fov/fov_.py:696(outer_radius)
     1971    0.022    0.000    6.727    0.003 /home/spitale/rms-/rms-oops/oops/fov/fov_.py:789(sphere_falls_inside)
       27    0.000    0.000    0.082    0.003 /home/spitale/rms-/rms-oops/oops/fov/fov_.py:650(center_xy)
      108    0.001    0.000    1.007    0.009 /home/spitale/rms-/rms-oops/oops/fov/fov_.py:294(los_from_uvt)
     1998    0.001    0.000    0.130    0.000 /home/spitale/rms-/rms-oops/oops/fov/fov_.py:665(center_los)
      135    0.001    0.000    0.388    0.003 /home/spitale/rms-/rms-oops/oops/fov/fov_.py:245(los_from_xy)
      135    0.000    0.000    0.061    0.000 /home/spitale/rms-/rms-oops/oops/fov/fov_.py:118(xy_from_uv)
      477    0.002    0.000    0.148    0.000 /home/spitale/rms-/rms-oops/oops/fov/slicefov.py:16(__init__)
       54    0.000    0.000    0.168    0.003 /home/spitale/rms-/rms-oops/oops/fov/slicefov.py:46(xy_from_uvt)
       80    0.003    0.000    0.125    0.002 /home/spitale/rms-/rms-oops/oops/frame/frame_.py:968(_spline_setup)
        4    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-oops/oops/frame/frame_.py:245(register)
  542/538    0.002    0.000    0.002    0.000 /home/spitale/rms-/rms-oops/oops/frame/frame_.py:430(wrt)
        1    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-oops/oops/frame/frame_.py:709(__init__)
  562/508    0.007    0.000    1.340    0.003 /home/spitale/rms-/rms-oops/oops/frame/frame_.py:486(quick_frame)
        3    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-oops/oops/frame/frame_.py:830(__init__)
       54    0.001    0.000    0.988    0.018 /home/spitale/rms-/rms-oops/oops/frame/frame_.py:865(__init__)
      559    0.162    0.000    2.187    0.004 /home/spitale/rms-/rms-oops/oops/frame/frame_.py:1002(_interpolate_matrix_omega)
       26    0.002    0.000    0.265    0.010 /home/spitale/rms-/rms-oops/oops/frame/frame_.py:1154(extend)
       54    0.000    0.000    1.907    0.035 /home/spitale/rms-/rms-oops/oops/frame/frame_.py:750(transform_at_time)
       27    0.000    0.000    0.560    0.021 /home/spitale/rms-/rms-oops/oops/frame/frame_.py:103(transform_at_time_if_possible)
     3213    0.001    0.000    0.002    0.000 /home/spitale/rms-/rms-oops/oops/frame/frame_.py:356(as_frame)
      323    0.002    0.000    2.071    0.006 /home/spitale/rms-/rms-oops/oops/frame/frame_.py:851(transform_at_time)
      550    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-oops/oops/frame/frame_.py:419(is_registered)
    37814    0.015    0.000    0.021    0.000 /home/spitale/rms-/rms-oops/oops/frame/frame_.py:381(as_wayframe)
      559    0.003    0.000    2.375    0.004 /home/spitale/rms-/rms-oops/oops/frame/frame_.py:953(transform_at_time)
     5969    0.002    0.000    0.003    0.000 /home/spitale/rms-/rms-oops/oops/frame/frame_.py:368(as_primary_frame)
      323    0.004    0.000    2.513    0.008 /home/spitale/rms-/rms-oops/oops/frame/ringframe.py:127(transform_at_time)
       54    0.001    0.000    0.301    0.006 /home/spitale/rms-/rms-oops/oops/frame/ringframe.py:194(node_at_time)
  541/512    0.761    0.001    9.047    0.018 /home/spitale/rms-/rms-oops/oops/frame/spiceframe.py:113(transform_at_time)
    84/57    0.077    0.001    0.551    0.010 /home/spitale/rms-/rms-oops/oops/frame/spiceframe.py:246(transform_at_time_if_possible)
       28    0.002    0.000    0.005    0.000 /home/spitale/rms-/rms-oops/oops/gravity/oblategravity.py:88(omega)
       28    0.000    0.000    0.005    0.000 /home/spitale/rms-/rms-oops/oops/gravity/oblategravity.py:412(n)
       28    0.000    0.000    0.003    0.000 /home/spitale/rms-/rms-oops/oops/gravity/oblategravity.py:72(_jseries)
      477    0.011    0.000    0.178    0.000 /home/spitale/rms-/rms-oops/oops/hosts/galileo/__init__.py:322(used_kernels)
        1    0.007    0.007    1.743    1.743 /home/spitale/rms-/rms-oops/oops/hosts/galileo/ssi/__init__.py:74(from_index)
      481    0.005    0.000    0.334    0.001 /home/spitale/rms-/rms-oops/oops/hosts/galileo/ssi/__init__.py:174(__init__)
        1    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-oops/oops/hosts/galileo/ssi/__init__.py:271(initialize)
      477    0.001    0.000    0.149    0.000 /home/spitale/rms-/rms-oops/oops/hosts/galileo/ssi/__init__.py:239(fov)
       27    0.000    0.000    0.206    0.008 /home/spitale/rms-/rms-oops/oops/meshgrid.py:303(los)
       27    0.000    0.000    0.464    0.017 /home/spitale/rms-/rms-oops/oops/meshgrid.py:332(dlos_duv)
       27    0.000    0.000    0.214    0.008 /home/spitale/rms-/rms-oops/oops/meshgrid.py:413(center_dlos_duv)
       81    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-oops/oops/meshgrid.py:265(_as_key)
       27    0.000    0.000    0.464    0.017 /home/spitale/rms-/rms-oops/oops/meshgrid.py:283(los_w_derivs)
       27    0.000    0.000    0.213    0.008 /home/spitale/rms-/rms-oops/oops/meshgrid.py:364(center_los_w_derivs)
       27    0.000    0.000    0.003    0.000 /home/spitale/rms-/rms-oops/oops/observation/observation_.py:471(timegrid)
       27    0.000    0.000    0.213    0.008 /home/spitale/rms-/rms-oops/oops/observation/observation_.py:573(event_at_grid)
     2385    0.001    0.000    0.001    0.000 /home/spitale/rms-/rms-oops/oops/observation/observation_.py:361(insert_subfield)
       27    0.000    0.000    0.003    0.000 /home/spitale/rms-/rms-oops/oops/observation/observation_.py:599(gridless_event)
      477    0.009    0.000    0.127    0.000 /home/spitale/rms-/rms-oops/oops/observation/snapshot.py:24(__init__)
       27    0.015    0.001   23.705    0.878 /home/spitale/rms-/rms-oops/oops/observation/snapshot.py:399(inventory)
      108    0.018    0.000    0.868    0.008 /home/spitale/rms-/rms-oops/oops/path/multipath.py:18(__init__)
      189    0.572    0.003   12.204    0.065 /home/spitale/rms-/rms-oops/oops/path/multipath.py:80(event_at_time)
       81    0.011    0.000    2.363    0.029 /home/spitale/rms-/rms-oops/oops/path/multipath.py:119(quick_path)
      753    0.007    0.000    4.700    0.006 /home/spitale/rms-/rms-oops/oops/path/path_.py:429(add_to_event)
       29    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-oops/oops/path/path_.py:1226(__init__)
       28    0.001    0.000    0.292    0.010 /home/spitale/rms-/rms-oops/oops/path/path_.py:564(fully_masked_results)
     6025    0.024    0.000    0.026    0.000 /home/spitale/rms-/rms-oops/oops/path/path_.py:189(register)
      270    0.038    0.000   25.404    0.094 /home/spitale/rms-/rms-oops/oops/path/path_.py:492(_solve_photon)
     3100    0.008    0.000    0.011    0.000 /home/spitale/rms-/rms-oops/oops/path/path_.py:788(wrt)
       89    0.002    0.000    0.101    0.001 /home/spitale/rms-/rms-oops/oops/path/path_.py:1385(_spline_setup)
    14839    0.140    0.000    4.463    0.000 /home/spitale/rms-/rms-oops/oops/path/path_.py:875(quick_path)
     1358    0.141    0.000    2.292    0.002 /home/spitale/rms-/rms-oops/oops/path/path_.py:1402(_interpolate_pos_vel)
       83    0.001    0.000    0.716    0.009 /home/spitale/rms-/rms-oops/oops/path/path_.py:1301(__init__)
        6    0.000    0.000    0.030    0.005 /home/spitale/rms-/rms-oops/oops/path/path_.py:1463(extend)
    17750    0.010    0.000    0.013    0.000 /home/spitale/rms-/rms-oops/oops/path/path_.py:326(as_primary_path)
       27    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-oops/oops/path/path_.py:365(temporary_path_id)
     1358    0.007    0.000    2.494    0.002 /home/spitale/rms-/rms-oops/oops/path/path_.py:1372(event_at_time)
        1    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-oops/oops/path/path_.py:1013(__init__)
    13194    0.005    0.000    0.007    0.000 /home/spitale/rms-/rms-oops/oops/path/path_.py:313(as_path)
       29    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-oops/oops/path/path_.py:378(is_registered)
      242    0.001    0.000    2.101    0.009 /home/spitale/rms-/rms-oops/oops/path/path_.py:1252(event_at_time)
      270    0.002    0.000   25.407    0.094 /home/spitale/rms-/rms-oops/oops/path/path_.py:470(photon_to_event)
    29031    0.014    0.000    0.020    0.000 /home/spitale/rms-/rms-oops/oops/path/path_.py:339(as_waypoint)
     5915    0.028    0.000    0.786    0.000 /home/spitale/rms-/rms-oops/oops/path/spicepath.py:27(__init__)
22851/14938    0.260    0.000   13.229    0.001 /home/spitale/rms-/rms-oops/oops/path/spicepath.py:117(event_at_time)
     5915    0.027    0.000    0.820    0.000 /home/spitale/rms-/rms-oops/oops/path/spicepath.py:174(wrt)
    11830    0.010    0.000    0.019    0.000 /home/spitale/rms-/rms-oops/oops/spice_support.py:42(body_id_and_name)
     5915    0.015    0.000    0.706    0.000 /home/spitale/rms-/rms-oops/oops/spice_support.py:80(frame_id_and_name)
       27    0.002    0.000    0.595    0.022 /home/spitale/rms-/rms-oops/oops/surface/ansa.py:107(coords_from_vector3)
        1    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-oops/oops/surface/ansa.py:29(__init__)
      107    0.002    0.000    0.518    0.005 /home/spitale/rms-/rms-oops/oops/surface/ansa.py:256(intercept)
       27    0.000    0.000    0.029    0.001 /home/spitale/rms-/rms-oops/oops/surface/ansa.py:308(normal)
       36    0.002    0.000    1.020    0.028 /home/spitale/rms-/rms-oops/oops/surface/ellipsoid.py:105(coords_from_vector3)
      241    0.007    0.000    1.880    0.008 /home/spitale/rms-/rms-oops/oops/surface/ellipsoid.py:240(intercept)
       36    0.000    0.000    0.043    0.001 /home/spitale/rms-/rms-oops/oops/surface/ellipsoid.py:556(_apply_exclusion)
       54    0.001    0.000    0.053    0.001 /home/spitale/rms-/rms-oops/oops/surface/ellipsoid.py:221(position_is_inside)
       36    0.000    0.000    0.013    0.000 /home/spitale/rms-/rms-oops/oops/surface/ellipsoid.py:334(normal)
       54    0.000    0.000    0.249    0.005 /home/spitale/rms-/rms-oops/oops/surface/ringplane.py:118(coords_from_vector3)
        1    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-oops/oops/surface/ringplane.py:28(__init__)
      133    0.002    0.000    0.346    0.003 /home/spitale/rms-/rms-oops/oops/surface/ringplane.py:221(intercept)
       27    0.001    0.000    0.093    0.003 /home/spitale/rms-/rms-oops/oops/surface/ringplane.py:302(velocity)
       27    0.000    0.000    0.028    0.001 /home/spitale/rms-/rms-oops/oops/surface/ringplane.py:272(normal)
       36    0.005    0.000    0.742    0.021 /home/spitale/rms-/rms-oops/oops/surface/spheroid.py:56(intercept_normal_to)
       27    0.000    0.000    0.011    0.000 /home/spitale/rms-/rms-oops/oops/surface/spheroid.py:304(lat_to_centric)
       27    0.000    0.000    0.011    0.000 /home/spitale/rms-/rms-oops/oops/surface/spheroid.py:334(lat_to_graphic)
       27    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-oops/oops/surface/spheroid.py:237(lon_to_centric)
       45    0.002    0.000    0.644    0.014 /home/spitale/rms-/rms-oops/oops/surface/surface_.py:775(_fully_masked_result)
      135    0.039    0.000   27.033    0.200 /home/spitale/rms-/rms-oops/oops/surface/surface_.py:456(_solve_photon_by_los)
       27    0.001    0.000    0.189    0.007 /home/spitale/rms-/rms-oops/oops/surface/surface_.py:1758(resolution)
      135    0.012    0.000   27.045    0.200 /home/spitale/rms-/rms-oops/oops/surface/surface_.py:434(photon_to_event)
      117    0.000    0.000    0.001    0.000 /home/spitale/rms-/rms-oops/oops/surface/surface_.py:71(_coords_from_vector3_check)
       63    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-oops/oops/surface/surface_.py:271(velocity)
     2841    0.014    0.000    0.576    0.000 /home/spitale/rms-/rms-oops/oops/transform.py:56(__init__)
      216    0.001    0.000    0.461    0.002 /home/spitale/rms-/rms-oops/oops/transform.py:318(rotate_transform)
      646    0.001    0.000    2.119    0.003 /home/spitale/rms-/rms-oops/oops/transform.py:151(inverse_with_deriv)
      323    0.001    0.000    0.297    0.001 /home/spitale/rms-/rms-oops/oops/transform.py:311(invert)
    13158    0.014    0.000    7.907    0.001 /home/spitale/rms-/rms-oops/oops/transform.py:182(rotate)
      646    0.001    0.000    2.954    0.005 /home/spitale/rms-/rms-oops/oops/transform.py:246(unrotate)
      323    0.001    0.000    0.190    0.001 /home/spitale/rms-/rms-oops/oops/transform.py:115(omega1)
     4660    0.008    0.000    1.811    0.000 /home/spitale/rms-/rms-oops/oops/transform.py:128(matrix_with_deriv)
      808    0.002    0.000    0.045    0.000 /home/spitale/rms-/rms-oops/oops/transform.py:172(identity)
      477    0.075    0.000    0.127    0.000 /home/spitale/rms-/rms-oops/spicedb/__init__.py:2103(used_basenames)
        8    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-pdslogger/pdslogger/__init__.py:530(log)
        8    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-pdslogger/pdslogger/__init__.py:431(logstatus)
        4    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-pdslogger/pdslogger/__init__.py:422(logpath)
        8    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-pdslogger/pdslogger/__init__.py:815(logger_log)
        8    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-pdslogger/pdslogger/__init__.py:714(info)
   589/74    0.001    0.000    0.001    0.000 /home/spitale/rms-/rms-pdsparser/pdsparser/__init__.py:230(as_python_value)
        1    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-pdsparser/pdsparser/__init__.py:701(parse)
      697    0.003    0.000    0.005    0.000 /home/spitale/rms-/rms-pdsparser/pdsparser/__init__.py:148(parse)
        6    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-pdsparser/pdsparser/__init__.py:628(__str__)
        3    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-pdsparser/pdsparser/__init__.py:642(parse)
        2    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-pdsparser/pdsparser/__init__.py:805(from_ymd)
       64    0.000    0.000    0.001    0.000 /home/spitale/rms-/rms-pdsparser/pdsparser/__init__.py:511(parse)
        2    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-pdsparser/pdsparser/__init__.py:1401(parse)
        3    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-pdsparser/pdsparser/__init__.py:621(__init__)
        2    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-pdsparser/pdsparser/__init__.py:778(__init__)
        2    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-pdsparser/pdsparser/__init__.py:212(parse_end)
        2    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-pdsparser/pdsparser/__init__.py:869(from_dt)
      699    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-pdsparser/pdsparser/__init__.py:1345(__str__)
      470    0.001    0.000    0.003    0.000 /home/spitale/rms-/rms-pdsparser/pdsparser/__init__.py:912(parse)
      699    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-pdsparser/pdsparser/__init__.py:91(__init__)
        1    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-pdsparser/pdsparser/__init__.py:734(__init__)
        2    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-pdsparser/pdsparser/__init__.py:852(__init__)
      515    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-pdsparser/pdsparser/__init__.py:315(as_python_value)
       26    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-pdsparser/pdsparser/__init__.py:1449(__getitem__)
      382    0.001    0.000    0.002    0.000 /home/spitale/rms-/rms-pdsparser/pdsparser/__init__.py:349(parse)
        1    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-pdsparser/pdsparser/__init__.py:696(__init__)
      470    0.000    0.000    0.001    0.000 /home/spitale/rms-/rms-pdsparser/pdsparser/__init__.py:901(__init__)
        2    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-pdsparser/pdsparser/__init__.py:291(__str__)
      382    0.000    0.000    0.001    0.000 /home/spitale/rms-/rms-pdsparser/pdsparser/__init__.py:354(from_int)
        2    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-pdsparser/pdsparser/__init__.py:1135(parse)
      701    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-pdsparser/pdsparser/__init__.py:1340(__init__)
      699    0.001    0.000    0.001    0.000 /home/spitale/rms-/rms-pdsparser/pdsparser/__init__.py:1370(__init__)
        2    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-pdsparser/pdsparser/__init__.py:1440(__init__)
        1    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-pdsparser/pdsparser/__init__.py:744(parse)
        4    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-pdsparser/pdsparser/__init__.py:786(__str__)
        2    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-pdsparser/pdsparser/__init__.py:863(parse)
        2    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-pdsparser/pdsparser/__init__.py:1130(__init__)
        2    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-pdsparser/pdsparser/__init__.py:1397(__init__)
        2    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-pdsparser/pdsparser/__init__.py:794(parse)
        3    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-pdsparser/pdsparser/__init__.py:658(from_hms)
      124    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-pdsparser/pdsparser/__init__.py:136(__getitem__)
        2    0.001    0.000    0.002    0.001 /home/spitale/rms-/rms-pdsparser/pdsparser/__init__.py:1476(load_file)
        2    0.000    0.000    0.866    0.433 /home/spitale/rms-/rms-pdsparser/pdsparser/__init__.py:1508(from_string)
      927    0.001    0.000    0.001    0.000 /home/spitale/rms-/rms-pdsparser/pdsparser/__init__.py:285(__init__)
      382    0.000    0.000    0.001    0.000 /home/spitale/rms-/rms-pdsparser/pdsparser/__init__.py:345(__init__)
        2    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-pdsparser/pdsparser/__init__.py:221(init_current_node)
       64    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-pdsparser/pdsparser/__init__.py:498(__init__)
        2    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-pdsparser/pdsparser/__init__.py:740(__str__)
        2    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-pdsparser/pdsparser/__init__.py:859(__str__)
      699    0.001    0.000    0.003    0.000 /home/spitale/rms-/rms-pdsparser/pdsparser/__init__.py:1374(parse)
        2    0.000    0.000    0.867    0.434 /home/spitale/rms-/rms-pdsparser/pdsparser/__init__.py:1469(from_file)
        4    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-pdstemplate/pdstemplate/__init__.py:919(preprocess_body)
        4    0.000    0.000    0.001    0.000 /home/spitale/rms-/rms-pdstemplate/pdstemplate/__init__.py:1089(execute)
        4    0.000    0.000    0.003    0.001 /home/spitale/rms-/rms-pdstemplate/pdstemplate/__init__.py:499(write)
        4    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-pdstemplate/pdstemplate/__init__.py:893(new_block)
       22    0.000    0.000    0.001    0.000 /home/spitale/rms-/rms-pdstemplate/pdstemplate/__init__.py:965(evaluate_expression)
        4    0.000    0.000    0.001    0.000 /home/spitale/rms-/rms-pdstemplate/pdstemplate/__init__.py:983(execute_body)
        4    0.003    0.001    0.017    0.004 /home/spitale/rms-/rms-pdstemplate/pdstemplate/__init__.py:287(__init__)
        4    0.000    0.000    0.001    0.000 /home/spitale/rms-/rms-pdstemplate/pdstemplate/__init__.py:430(generate)
        4    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-pdstemplate/pdstemplate/__init__.py:1055(__init__)
        4    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-pdstemplate/pdstemplate/__init__.py:390(_detect_xml)
        4    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-pdstemplate/pdstemplate/__init__.py:558(CURRENT_ZULU)
        4    0.000    0.000    0.001    0.000 /home/spitale/rms-/rms-pdstemplate/pdstemplate/__init__.py:1028(execute)
        4    0.000    0.000    0.000    0.000 /home/spitale/rms-/rms-pdstemplate/pdstemplate/__init__.py:824(__init__)
        4    0.003    0.001    0.006    0.001 /home/spitale/rms-/rms-pdstemplate/pdstemplate/__init__.py:403(_strip_comments)
      317    0.001    0.000    0.028    0.000 /home/spitale/rms-/rms-polymath/polymath/boolean.py:45(as_int)
      198    0.000    0.000    0.002    0.000 /home/spitale/rms-/rms-polymath/polymath/boolean.py:32(as_boolean)
      105    0.000    0.000    0.015    0.000 /home/spitale/rms-/rms-polymath/polymath/boolean.py:164(__mul__)
      212    0.000    0.000    0.036    0.000 /home/spitale/rms-/rms-polymath/polymath/boolean.py:167(__rmul__)
6281/4310    0.097    0.000    1.472    0.000 /home/spitale/rms-/rms-polymath/polymath/extensions/indexer.py:9(__getitem__)
  787/691    0.045    0.000    0.217    0.000 /home/spitale/rms-/rms-polymath/polymath/extensions/indexer.py:95(__setitem__)
     6673    0.110    0.000    0.872    0.000 /home/spitale/rms-/rms-polymath/polymath/extensions/indexer.py:248(_prep_index)
