         53762953 function calls (53439232 primitive calls) in 75.954 seconds

   Ordered by: file name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/pathlib.py:105(_compile_pattern)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.12/pathlib.py:872(is_dir)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.12/pathlib.py:888(is_file)
       23    0.000    0.000    0.000    0.000 /usr/lib/python3.12/pathlib.py:429(_format_parsed_parts)
       59    0.000    0.000    0.001    0.000 /usr/lib/python3.12/pathlib.py:1067(_make_child_relpath)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/pathlib.py:1206(absolute)
       14    0.000    0.000    0.001    0.000 /usr/lib/python3.12/re/__init__.py:280(_compile)
       31    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/__init__.py:255(escape)
       11    0.000    0.000    0.001    0.000 /usr/lib/python3.12/re/__init__.py:226(compile)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/__init__.py:179(sub)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/__init__.py:331(_compile_template)
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_compiler.py:216(_compile_charset)
     10/6    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_compiler.py:436(_get_literal_prefix)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_compiler.py:467(_get_charset_prefix)
     11/6    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_compiler.py:37(_compile)
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_compiler.py:243(_optimize_charset)
        6    0.000    0.000    0.001    0.000 /usr/lib/python3.12/re/_compiler.py:740(compile)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_compiler.py:511(_compile_info)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_compiler.py:407(_generate_overlap_table)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_compiler.py:398(_simple)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_compiler.py:573(_code)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_compiler.py:386(_mk_bitmap)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_compiler.py:31(_combine_flags)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_compiler.py:570(isstring)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_compiler.py:428(_get_iscased)
     10/6    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:512(_parse)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:996(parse_template)
     10/6    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:452(_parse_sub)
     12/7    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:178(getwidth)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:372(_escape)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:893(_parse_flags)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:969(parse)
       95    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:240(__next)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:83(groups)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:164(__len__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:172(__setitem__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:98(closegroup)
       11    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:113(__init__)
       49    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:176(append)
       78    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:261(get)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:449(_uniq)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:77(__init__)
       36    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:256(match)
       21    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:293(tell)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:1004(addliteral)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:1012(addgroup)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:86(opengroup)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:953(fix_flags)
      100    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:168(__getitem__)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:231(__init__)
      999    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:2154(cast)
     1822    0.004    0.000    0.005    0.000 /usr/lib/python3.12/warnings.py:482(__enter__)
     1773    0.005    0.000    0.015    0.000 /usr/lib/python3.12/warnings.py:131(filterwarnings)
     1822    0.001    0.000    0.001    0.000 /usr/lib/python3.12/warnings.py:456(__init__)
       49    0.000    0.000    0.000    0.000 /usr/lib/python3.12/warnings.py:166(simplefilter)
     1822    0.003    0.000    0.003    0.000 /usr/lib/python3.12/warnings.py:503(__exit__)
     1822    0.004    0.000    0.009    0.000 /usr/lib/python3.12/warnings.py:182(_add_filter)
       22    0.000    0.000    0.000    0.000 /usr/lib/python3.12/xml/sax/saxutils.py:18(escape)
601260/601234    0.179    0.000    0.510    0.000 <frozen abc>:121(__subclasscheck__)
  2505065    0.732    0.000    2.370    0.000 <frozen abc>:117(__instancecheck__)
       43    0.000    0.000    0.000    0.000 <frozen codecs>:319(decode)
       12    0.000    0.000    0.000    0.000 <frozen codecs>:309(__init__)
       14    0.000    0.000    0.000    0.000 <frozen codecs>:260(__init__)
        9    0.000    0.000    0.000    0.000 <frozen codecs>:186(__init__)
        1    0.000    0.000    0.000    0.000 <frozen codecs>:94(__new__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1349(_find_and_load)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1304(_find_and_load_unlocked)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1240(_find_spec)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1226(__exit__)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1222(__enter__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1128(find_spec)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:982(find_spec)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:911(_load_unlocked)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:806(module_from_spec)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:733(_init_module_attrs)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:645(parent)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:632(cached)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:599(__init__)
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:491(_verbose_message)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:480(_call_with_frames_removed)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:426(_get_module_lock)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:445(cb)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:420(__exit__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:416(__enter__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:372(release)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:304(acquire)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:232(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:173(__exit__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:162(__enter__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:124(setdefault)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:82(remove)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:79(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:74(__new__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1593(find_spec)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1588(_get_spec)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1520(find_spec)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1491(_get_spec)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1469(_path_importer_cache)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1202(path_stats)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1183(get_data)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1178(get_filename)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1153(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1062(get_code)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:989(exec_module)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:986(create_module)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:802(spec_from_file_location)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:751(_compile_bytecode)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:699(_validate_timestamp_pyc)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:666(_classify_pyc)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:643(_check_name_wrapper)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:611(_get_cached)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:482(cache_from_source)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:185(_path_abspath)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:180(_path_isabs)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:159(_path_isfile)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:150(_path_is_mode_type)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:140(_path_stat)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:132(_path_split)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:126(_path_join)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:71(_relax_case)
        2    0.000    0.000    0.000    0.000 <frozen posixpath>:179(dirname)
    18126    0.017    0.000    0.051    0.000 <frozen posixpath>:169(basename)
       50    0.000    0.000    0.000    0.000 <frozen posixpath>:138(splitroot)
       16    0.000    0.000    0.000    0.000 <frozen posixpath>:71(join)
       28    0.000    0.000    0.000    0.000 <frozen posixpath>:52(normcase)
    18144    0.005    0.000    0.008    0.000 <frozen posixpath>:41(_get_sep)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        4    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
       39    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        2    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
     1443    0.003    0.000    0.005    0.000 {method 'decode' of 'bytes' objects}
   235182    0.062    0.000    0.062    0.000 {method 'append' of 'list' objects}
    10603    0.004    0.000    0.004    0.000 {method 'insert' of 'list' objects}
       58    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
      136    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
    10604    0.008    0.000    0.008    0.000 {method 'remove' of 'list' objects}
      954    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
     4366    0.001    0.000    0.001    0.000 {method 'reverse' of 'list' objects}
     1540    0.003    0.000    0.004    0.000 {method 'sort' of 'list' objects}
        3    0.000    0.000    0.000    0.000 {built-in method from_bytes}
    70028    0.019    0.000    0.019    0.000 {method 'get' of 'dict' objects}
        7    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
   186646    0.050    0.000    0.050    0.000 {method 'keys' of 'dict' objects}
  1872423    0.436    0.000    0.436    0.000 {method 'items' of 'dict' objects}
     4411    0.001    0.000    0.001    0.000 {method 'values' of 'dict' objects}
    13273    0.009    0.000    0.009    0.000 {method 'update' of 'dict' objects}
        6    0.000    0.000    0.000    0.000 {built-in method fromkeys}
   122665    0.036    0.000    0.036    0.000 {method 'clear' of 'dict' objects}
    68630    0.026    0.000    0.026    0.000 {method 'copy' of 'dict' objects}
     2051    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
     4366    0.002    0.000    0.002    0.000 {method 'indices' of 'slice' objects}
        1    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
   493946    0.206    0.000    0.206    0.000 {built-in method __new__ of type object at 0xa43b40}
    43558    0.011    0.000    0.011    0.000 {method 'replace' of 'str' objects}
      987    0.001    0.000    0.001    0.000 {method 'split' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
6263/6200    0.003    0.000    0.005    0.000 {method 'join' of 'str' objects}
      881    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
      972    0.001    0.000    0.001    0.000 {method 'find' of 'str' objects}
     2620    0.001    0.000    0.001    0.000 {method 'partition' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {method 'index' of 'str' objects}
     1032    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
    18135    0.006    0.000    0.006    0.000 {method 'rfind' of 'str' objects}
     5973    0.002    0.000    0.002    0.000 {method 'rstrip' of 'str' objects}
        6    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
    64863    0.016    0.000    0.016    0.000 {method 'strip' of 'str' objects}
       58    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
    50217    0.014    0.000    0.014    0.000 {method 'upper' of 'str' objects}
  2732252    0.627    0.000    0.627    0.000 {method 'startswith' of 'str' objects}
      100    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        6    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
      962    0.000    0.000    0.000    0.000 {method 'isdecimal' of 'str' objects}
      760    0.001    0.000    0.001    0.000 {method 'isalpha' of 'str' objects}
      412    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
     5466    0.001    0.000    0.001    0.000 {built-in method _warnings._filters_mutated}
        6    0.000    0.000    0.000    0.000 {built-in method builtins.__build_class__}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.__import__}
     1326    0.002    0.000    0.124    0.000 {built-in method builtins.abs}
    10340    0.007    0.000    0.010    0.000 {built-in method builtins.all}
18915/18483    0.018    0.000    0.054    0.000 {built-in method builtins.any}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
       22    0.001    0.000    0.001    0.000 {built-in method builtins.eval}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.exec}
  1386129    1.376    0.000    1.376    0.000 {built-in method builtins.getattr}
        4    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
   170778    0.062    0.000    0.062    0.000 {built-in method builtins.hasattr}
     2622    0.000    0.000    0.000    0.000 {built-in method builtins.id}
 13046422    3.075    0.000    5.445    0.000 {built-in method builtins.isinstance}
     4938    0.001    0.000    0.001    0.000 {built-in method builtins.issubclass}
     4889    0.001    0.000    0.001    0.000 {built-in method builtins.iter}
2522317/2521102    0.454    0.000    0.455    0.000 {built-in method builtins.len}
    38426    0.031    0.000    0.031    0.000 {built-in method builtins.max}
     2922    0.002    0.000    0.002    0.000 {built-in method builtins.min}
   404721    0.083    0.000    0.083    0.000 {built-in method builtins.next}
      492    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
       32    0.001    0.000    0.001    0.000 {built-in method builtins.print}
       43    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
    94317    0.069    0.000    0.069    0.000 {built-in method builtins.setattr}
       31    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
      374    0.000    0.000    0.000    0.000 {method 'set' of '_contextvars.ContextVar' objects}
      374    0.000    0.000    0.000    0.000 {method 'reset' of '_contextvars.ContextVar' objects}
        5    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        5    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        1    0.000    0.000    0.000    0.000 {built-in method _imp.find_frozen}
        1    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        1    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        1    0.000    0.000    0.000    0.000 {built-in method marshal.loads}
        3    0.000    0.000    0.000    0.000 {built-in method sys.audit}
      343    0.000    0.000    0.000    0.000 {built-in method sys.intern}
      143    0.001    0.000    0.001    0.000 {built-in method now}
        8    0.000    0.000    0.000    0.000 {method 'strftime' of 'datetime.date' objects}
       15    0.000    0.000    0.000    0.000 {built-in method posix.stat}
        1    0.000    0.000    0.000    0.000 {built-in method posix.mkdir}
       60    0.001    0.000    0.001    0.000 {built-in method posix.scandir}
    18317    0.008    0.000    0.020    0.000 {built-in method posix.fspath}
       60    0.000    0.000    0.000    0.000 {method '__exit__' of 'posix.ScandirIterator' objects}
      697    0.000    0.000    0.000    0.000 {method 'is_dir' of 'posix.DirEntry' objects}
       43    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        5    0.000    0.000    0.000    0.000 {built-in method _codecs.latin_1_decode}
     1443    0.001    0.000    0.001    0.000 {built-in method _codecs.charmap_decode}
      100    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
        4    0.000    0.000    0.000    0.000 {method 'appendleft' of 'collections.deque' objects}
       30    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.deque' objects}
        4    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
       25    0.002    0.000    0.002    0.000 {built-in method _io.open}
        1    0.000    0.000    0.000    0.000 {built-in method _io.open_code}
        7    0.000    0.000    0.000    0.000 {method '__exit__' of '_io._IOBase' objects}
       14    0.002    0.000    0.002    0.000 {method 'readlines' of '_io._IOBase' objects}
        1    0.000    0.000    0.000    0.000 {method 'read' of '_io.BufferedReader' objects}
      139    0.000    0.000    0.000    0.000 {method 'write' of '_io.TextIOWrapper' objects}
       19    0.000    0.000    0.000    0.000 {method 'close' of '_io.TextIOWrapper' objects}
        6    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        1    0.000    0.000    0.000    0.000 {built-in method _sre.template}
     4481    0.002    0.000    0.002    0.000 {method 'group' of 're.Match' objects}
     4481    0.002    0.000    0.002    0.000 {method 'end' of 're.Match' objects}
      266    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
    16301    0.011    0.000    0.011    0.000 {method 'match' of 're.Pattern' objects}
       26    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
        3    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
        4    0.005    0.001    0.005    0.001 {method 'split' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        2    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        2    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
        8    0.000    0.000    0.000    0.000 {built-in method time.gmtime}
        4    0.000    0.000    0.000    0.000 {built-in method time.strftime}
        1    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
  2505065    1.128    0.000    1.638    0.000 {built-in method _abc._abc_instancecheck}
601260/601234    0.330    0.000    0.330    0.000 {built-in method _abc._abc_subclasscheck}
        3    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
        8    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
    29692    0.198    0.000    0.198    0.000 {built-in method cspyce._cspyce0.bodc2n}
      954    0.006    0.000    0.006    0.000 {built-in method cspyce._cspyce0.bodn2c}
    32924    0.057    0.000    0.057    0.000 {built-in method cspyce._cspyce0.chkin}
    32735    0.015    0.000    0.015    0.000 {built-in method cspyce._cspyce0.chkout}
      189    0.000    0.000    0.000    0.000 {built-in method cspyce._cspyce0.failed}
     5915    0.012    0.000    0.012    0.000 {built-in method cspyce._cspyce0.frinfo}
    38362    0.079    0.000    0.079    0.000 {built-in method cspyce._cspyce0.frmnam}
    26532    0.061    0.000    0.061    0.000 {built-in method cspyce._cspyce0.namfrm}
      816    0.025    0.000    0.025    0.000 {built-in method cspyce._cspyce0.spkez}
    13886    2.174    0.000    2.174    0.000 {built-in method cspyce._cspyce0.spkez_vector}
   381544    6.306    0.000    6.306    0.000 {built-in method cspyce._cspyce0.sxform}
   381544    0.262    0.000    0.262    0.000 {built-in method cspyce._cspyce0.xf2rav}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
      723    0.003    0.000    0.003    0.000 {method 'astype' of 'numpy.generic' objects}
     1952    0.007    0.000    0.016    0.000 {method 'any' of 'numpy.generic' objects}
      432    0.000    0.000    0.000    0.000 {method 'as_arrays' of 'numpy._core._multiarray_umath._array_converter' objects}
      432    0.000    0.000    0.000    0.000 {method 'wrap' of 'numpy._core._multiarray_umath._array_converter' objects}
      374    0.000    0.000    0.000    0.000 {method '__array_wrap__' of 'numpy.ndarray' objects}
      252    0.003    0.000    0.003    0.000 {method 'argmax' of 'numpy.ndarray' objects}
     5601    0.020    0.000    0.020    0.000 {method 'astype' of 'numpy.ndarray' objects}
     1100    0.002    0.000    0.018    0.000 {method 'clip' of 'numpy.ndarray' objects}
     5685    0.033    0.000    0.033    0.000 {method 'copy' of 'numpy.ndarray' objects}
    25416    0.020    0.000    0.020    0.000 {method 'ravel' of 'numpy.ndarray' objects}
    87507    0.117    0.000    0.117    0.000 {method 'reshape' of 'numpy.ndarray' objects}
      172    0.020    0.000    0.020    0.000 {method 'sort' of 'numpy.ndarray' objects}
      325    0.000    0.000    0.000    0.000 {method 'swapaxes' of 'numpy.ndarray' objects}
     8781    0.010    0.000    0.010    0.000 {method 'transpose' of 'numpy.ndarray' objects}
     1443    0.003    0.000    0.005    0.000 {method 'view' of 'numpy.ndarray' objects}
    16330    0.052    0.000    0.052    0.000 {built-in method numpy.array}
   482927    0.304    0.000    0.304    0.000 {built-in method numpy.asarray}
    14370    0.004    0.000    0.004    0.000 {built-in method numpy.asanyarray}
    34666    0.490    0.000    0.490    0.000 {built-in method numpy.ascontiguousarray}
      179    0.001    0.000    0.001    0.000 {built-in method numpy.arange}
     1592    0.013    0.000    0.013    0.000 {built-in method numpy.zeros}
    23147    0.040    0.000    0.040    0.000 {built-in method numpy.empty}
    43585    0.017    0.000    0.017    0.000 {built-in method numpy.lib.array_utils.normalize_axis_index}
      374    0.001    0.000    0.001    0.000 {built-in method numpy._core._multiarray_umath._make_extobj}
     3536    0.002    0.000    0.002    0.000 {method '__exit__' of 'numpy.nditer' objects}
  1495090   10.926    0.000   10.926    0.000 {method 'reduce' of 'numpy.ufunc' objects}


